id	idx_fundamento_llm	idx_fundamento_exp	idx_evidencias_llm	idx_evidencias_exp	idx_riscos_llm	idx_riscos_exp	idx_impacto_llm	idx_impacto_exp
407	0,992	0,988	0,983	0,980	0,969	0,980	0,951	0,957
408	0,992	0,996	0,978	0,978	0,971	0,979	0,957	0,964
409	0,982	0,986	0,978	0,980	0,979	0,979	0,951	0,951
410	0,985	0,996	0,978	0,978	0,974	0,982	0,957	0,951
411	0,985	0,988	0,979	0,984	0,974	0,979	0,957	0,966
412	0,985	0,986	0,978	0,978	0,969	0,980	0,964	0,951
413	0,982	0,996	0,979	0,979	0,969	0,979	0,951	0,966
414	0,982	0,986	0,978	0,979	0,979	0,984	0,964	0,966
415	0,985	0,996	0,983	0,979	0,971	0,980	0,957	0,957
416	0,982	0,996	0,978	0,979	0,974	0,984	0,951	0,951
417	0,982	0,988	0,978	0,984	0,979	0,980	0,957	0,966
418	0,982	0,996	0,983	0,979	0,971	0,980	0,964	0,966
419	0,982	0,996	0,978	0,979	0,974	0,982	0,964	0,964
420	0,992	0,988	0,978	0,984	0,974	0,984	0,951	0,951
421	0,992	0,996	0,978	0,984	0,974	0,980	0,951	0,951
422	0,981	0,988	0,978	0,979	0,974	0,980	0,957	0,964
423	0,985	0,988	0,978	0,980	0,979	0,980	0,966	0,951
424	0,981	0,988	0,979	0,979	0,979	0,982	0,964	0,966
425	0,985	0,996	0,978	0,980	0,974	0,982	0,964	0,966
426	0,982	0,988	0,978	0,984	0,974	0,984	0,966	0,964
427	0,992	0,988	0,978	0,984	0,971	0,984	0,964	0,957
428	0,982	0,996	0,983	0,980	0,971	0,979	0,964	0,966
429	0,992	0,986	0,983	0,979	0,969	0,984	0,951	0,964
430	0,981	0,996	0,983	0,979	0,974	0,979	0,951	0,966
431	0,982	0,996	0,978	0,979	0,979	0,982	0,951	0,966
432	0,992	0,996	0,979	0,979	0,974	0,980	0,951	0,957
433	0,982	0,988	0,978	0,980	0,974	0,982	0,951	0,957
434	0,981	0,988	0,978	0,978	0,971	0,984	0,957	0,957
435	0,985	0,988	0,978	0,978	0,974	0,982	0,964	0,951
436	0,982	0,986	0,979	0,984	0,971	0,984	0,951	0,964
437	0,981	0,986	0,978	0,984	0,969	0,979	0,951	0,966
438	0,982	0,996	0,979	0,978	0,979	0,980	0,966	0,951
439	0,982	0,986	0,978	0,984	0,971	0,984	0,951	0,951
440	0,985	0,986	0,978	0,979	0,974	0,980	0,957	0,964
441	0,981	0,988	0,978	0,984	0,971	0,984	0,964	0,951
442	0,981	0,988	0,978	0,979	0,971	0,984	0,964	0,966
443	0,992	0,996	0,978	0,984	0,969	0,979	0,951	0,951
444	0,982	0,986	0,978	0,979	0,974	0,979	0,951	0,951
445	0,992	0,988	0,978	0,980	0,974	0,984	0,964	0,957
446	0,982	0,996	0,978	0,984	0,971	0,979	0,951	0,951
447	0,981	0,996	0,979	0,978	0,979	0,984	0,964	0,964
448	0,982	0,988	0,983	0,984	0,969	0,982	0,964	0,964
449	0,982	0,986	0,983	0,978	0,979	0,979	0,951	0,951
450	0,985	0,996	0,983	0,979	0,979	0,979	0,951	0,964
451	0,982	0,986	0,983	0,978	0,971	0,980	0,964	0,957
452	0,985	0,996	0,978	0,984	0,969	0,982	0,951	0,951
453	0,981	0,986	0,978	0,979	0,974	0,979	0,966	0,957
454	0,982	0,988	0,978	0,979	0,969	0,984	0,957	0,951
455	0,981	0,996	0,978	0,978	0,969	0,979	0,964	0,957
456	0,985	0,996	0,978	0,984	0,979	0,984	0,951	0,966
457	0,992	0,988	0,978	0,978	0,979	0,979	0,964	0,964
458	0,981	0,986	0,978	0,979	0,974	0,980	0,951	0,951
459	0,982	0,986	0,978	0,980	0,974	0,984	0,951	0,951
460	0,982	0,996	0,983	0,978	0,971	0,980	0,964	0,951
461	0,985	0,986	0,979	0,984	0,971	0,979	0,964	0,966
462	0,992	0,988	0,979	0,980	0,974	0,979	0,957	0,964
463	0,981	0,988	0,979	0,980	0,971	0,980	0,964	0,957
464	0,981	0,988	0,978	0,984	0,969	0,984	0,964	0,957
465	0,985	0,988	0,978	0,979	0,974	0,984	0,964	0,951
466	0,992	0,988	0,978	0,980	0,974	0,982	0,951	0,964
467	0,981	0,986	0,978	0,980	0,969	0,979	0,951	0,964
468	0,985	0,986	0,978	0,979	0,974	0,984	0,951	0,951
469	0,981	0,986	0,983	0,979	0,969	0,980	0,957	0,966
470	0,982	0,988	0,979	0,980	0,974	0,984	0,966	0,964
471	0,982	0,988	0,979	0,978	0,969	0,982	0,964	0,966
472	0,992	0,996	0,983	0,980	0,974	0,984	0,951	0,966
473	0,981	0,996	0,983	0,979	0,969	0,982	0,951	0,966
474	0,982	0,996	0,983	0,980	0,974	0,979	0,957	0,964
475	0,981	0,988	0,978	0,978	0,969	0,980	0,966	0,957
476	0,985	0,988	0,979	0,980	0,971	0,984	0,964	0,964
477	0,985	0,988	0,979	0,979	0,979	0,984	0,964	0,966
478	0,981	0,996	0,983	0,980	0,969	0,980	0,966	0,957
479	0,992	0,988	0,979	0,980	0,979	0,984	0,964	0,964
480	0,982	0,986	0,978	0,978	0,974	0,982	0,957	0,966
481	0,982	0,988	0,983	0,984	0,971	0,982	0,964	0,951
482	0,982	0,986	0,983	0,978	0,971	0,984	0,966	0,951
483	0,992	0,986	0,979	0,984	0,969	0,980	0,951	0,951
484	0,985	0,988	0,979	0,984	0,974	0,979	0,957	0,957
485	0,981	0,988	0,978	0,979	0,974	0,980	0,966	0,957
486	0,992	0,996	0,978	0,980	0,974	0,984	0,957	0,966
487	0,981	0,988	0,979	0,979	0,969	0,979	0,966	0,957
488	0,992	0,986	0,979	0,979	0,974	0,979	0,966	0,957
489	0,985	0,996	0,978	0,984	0,974	0,980	0,966	0,964
490	0,992	0,988	0,978	0,980	0,969	0,979	0,966	0,966
491	0,981	0,988	0,978	0,979	0,969	0,984	0,966	0,957
492	0,992	0,988	0,978	0,979	0,974	0,982	0,966	0,951
493	0,992	0,988	0,983	0,978	0,979	0,982	0,964	0,964
494	0,982	0,988	0,978	0,978	0,979	0,979	0,964	0,957
495	0,981	0,988	0,983	0,984	0,979	0,982	0,964	0,964
496	0,982	0,986	0,983	0,984	0,974	0,982	0,966	0,966
497	0,985	0,986	0,978	0,978	0,974	0,979	0,957	0,964
498	0,985	0,996	0,978	0,978	0,969	0,982	0,964	0,966
499	0,985	0,988	0,978	0,978	0,974	0,979	0,966	0,957
500	0,982	0,988	0,979	0,984	0,974	0,982	0,951	0,964
501	0,985	0,988	0,983	0,979	0,979	0,982	0,964	0,964
502	0,982	0,986	0,979	0,984	0,971	0,984	0,964	0,964
503	0,981	0,986	0,983	0,979	0,979	0,982	0,966	0,966
504	0,981	0,988	0,983	0,978	0,974	0,984	0,957	0,964
505	0,982	0,996	0,978	0,980	0,969	0,979	0,966	0,957
506	0,982	0,986	0,979	0,978	0,971	0,982	0,957	0,957
507	0,992	0,996	0,978	0,978	0,974	0,979	0,957	0,964
508	0,985	0,986	0,979	0,979	0,969	0,982	0,951	0,966
509	0,985	0,986	0,979	0,980	0,969	0,980	0,966	0,964
510	0,982	0,988	0,978	0,979	0,974	0,979	0,966	0,966
511	0,981	0,988	0,979	0,984	0,974	0,984	0,951	0,964
512	0,981	0,988	0,978	0,980	0,971	0,979	0,951	0,957
513	0,981	0,988	0,978	0,980	0,979	0,980	0,964	0,957
514	0,992	0,988	0,983	0,979	0,971	0,982	0,951	0,951
515	0,982	0,986	0,978	0,979	0,979	0,984	0,957	0,966
516	0,992	0,986	0,978	0,979	0,971	0,980	0,966	0,951
517	0,992	0,996	0,979	0,980	0,979	0,984	0,966	0,951
518	0,985	0,988	0,978	0,979	0,969	0,980	0,964	0,957
519	0,992	0,988	0,978	0,978	0,979	0,980	0,951	0,964
520	0,981	0,988	0,983	0,979	0,979	0,980	0,964	0,966
521	0,981	0,986	0,979	0,980	0,979	0,980	0,964	0,966
522	0,985	0,996	0,978	0,979	0,979	0,984	0,964	0,964
523	0,981	0,986	0,978	0,979	0,969	0,982	0,964	0,964
524	0,981	0,986	0,978	0,978	0,979	0,979	0,964	0,964
525	0,985	0,996	0,978	0,984	0,979	0,979	0,966	0,966
526	0,992	0,988	0,979	0,980	0,971	0,984	0,951	0,964
527	0,985	0,986	0,978	0,980	0,971	0,979	0,957	0,966
528	0,985	0,988	0,979	0,978	0,974	0,982	0,966	0,966
529	0,981	0,996	0,979	0,979	0,979	0,984	0,966	0,966
530	0,981	0,996	0,979	0,984	0,969	0,984	0,957	0,951
531	0,992	0,996	0,979	0,984	0,971	0,980	0,951	0,964
532	0,985	0,988	0,978	0,984	0,971	0,982	0,964	0,966
533	0,981	0,988	0,978	0,984	0,979	0,982	0,966	0,964
534	0,992	0,996	0,978	0,980	0,971	0,982	0,951	0,966
535	0,985	0,988	0,978	0,979	0,971	0,980	0,966	0,966
536	0,992	0,986	0,978	0,980	0,974	0,982	0,951	0,966
537	0,982	0,988	0,983	0,979	0,971	0,980	0,966	0,951
538	0,981	0,988	0,978	0,978	0,979	0,979	0,951	0,966
539	0,981	0,986	0,978	0,980	0,979	0,979	0,957	0,964
540	0,982	0,986	0,979	0,978	0,969	0,979	0,966	0,966
541	0,985	0,988	0,979	0,980	0,979	0,984	0,966	0,957
542	0,982	0,986	0,978	0,980	0,971	0,982	0,964	0,964
543	0,985	0,988	0,978	0,984	0,979	0,982	0,966	0,951
544	0,992	0,988	0,979	0,980	0,974	0,980	0,957	0,957
545	0,982	0,996	0,979	0,984	0,974	0,982	0,966	0,966
546	0,992	0,988	0,979	0,978	0,971	0,982	0,951	0,964
547	0,982	0,986	0,978	0,978	0,974	0,982	0,964	0,964
548	0,982	0,996	0,979	0,978	0,979	0,979	0,964	0,964
549	0,985	0,988	0,979	0,978	0,971	0,982	0,964	0,951
550	0,981	0,988	0,978	0,984	0,969	0,980	0,966	0,964
551	0,985	0,988	0,983	0,979	0,971	0,984	0,964	0,964
552	0,982	0,988	0,979	0,984	0,974	0,982	0,957	0,966
553	0,981	0,986	0,979	0,984	0,974	0,982	0,957	0,951
554	0,992	0,988	0,979	0,978	0,974	0,979	0,957	0,964
555	0,981	0,988	0,978	0,979	0,974	0,980	0,951	0,964
556	0,981	0,996	0,983	0,980	0,974	0,982	0,951	0,966
557	0,992	0,996	0,978	0,984	0,974	0,980	0,957	0,966
558	0,985	0,988	0,978	0,979	0,969	0,984	0,966	0,951
559	0,981	0,986	0,983	0,980	0,971	0,984	0,957	0,964
560	0,992	0,986	0,979	0,980	0,971	0,982	0,966	0,951
561	0,981	0,986	0,978	0,984	0,979	0,984	0,951	0,964
562	0,982	0,986	0,979	0,978	0,969	0,980	0,964	0,951
563	0,985	0,986	0,979	0,980	0,979	0,980	0,951	0,957
564	0,982	0,996	0,979	0,984	0,974	0,979	0,964	0,957
565	0,981	0,996	0,983	0,978	0,974	0,982	0,966	0,964
566	0,985	0,988	0,979	0,984	0,974	0,979	0,964	0,966
567	0,981	0,996	0,979	0,979	0,974	0,980	0,951	0,951
568	0,982	0,988	0,979	0,979	0,969	0,982	0,966	0,951
569	0,981	0,986	0,979	0,984	0,974	0,979	0,964	0,966
570	0,992	0,986	0,978	0,978	0,971	0,982	0,964	0,966
571	0,981	0,996	0,979	0,984	0,969	0,982	0,957	0,966
572	0,982	0,986	0,978	0,979	0,969	0,984	0,957	0,957
573	0,992	0,988	0,983	0,978	0,979	0,982	0,966	0,951
574	0,992	0,996	0,983	0,979	0,974	0,980	0,951	0,966
575	0,985	0,988	0,983	0,979	0,979	0,979	0,964	0,964
576	0,992	0,988	0,978	0,980	0,979	0,982	0,966	0,966
577	0,992	0,988	0,979	0,978	0,974	0,982	0,951	0,957
578	0,992	0,988	0,979	0,979	0,979	0,984	0,964	0,964
579	0,981	0,988	0,978	0,980	0,974	0,980	0,964	0,957
580	0,985	0,986	0,983	0,979	0,971	0,980	0,957	0,957
581	0,992	0,996	0,978	0,978	0,971	0,984	0,966	0,957
582	0,982	0,986	0,979	0,980	0,969	0,982	0,964	0,964
583	0,992	0,988	0,983	0,984	0,969	0,984	0,951	0,964
584	0,992	0,996	0,983	0,980	0,971	0,979	0,964	0,957
585	0,982	0,988	0,983	0,984	0,971	0,982	0,951	0,964
586	0,982	0,996	0,978	0,979	0,974	0,979	0,951	0,951
587	0,981	0,988	0,983	0,984	0,971	0,980	0,957	0,951
588	0,992	0,988	0,979	0,978	0,969	0,979	0,951	0,951
589	0,981	0,986	0,983	0,984	0,979	0,982	0,957	0,966
590	0,982	0,996	0,979	0,979	0,971	0,980	0,951	0,957
591	0,992	0,988	0,978	0,980	0,971	0,982	0,957	0,966
592	0,985	0,996	0,979	0,978	0,971	0,984	0,966	0,957
593	0,982	0,988	0,979	0,978	0,971	0,980	0,966	0,966
594	0,985	0,996	0,978	0,979	0,974	0,979	0,957	0,957
595	0,981	0,986	0,979	0,980	0,969	0,980	0,964	0,957
596	0,981	0,988	0,978	0,979	0,979	0,982	0,951	0,964
597	0,981	0,988	0,978	0,979	0,974	0,982	0,951	0,951
598	0,985	0,996	0,978	0,980	0,974	0,980	0,966	0,951
599	0,992	0,988	0,983	0,984	0,971	0,980	0,957	0,957
600	0,982	0,996	0,983	0,978	0,969	0,984	0,957	0,964
601	0,985	0,988	0,983	0,979	0,974	0,980	0,964	0,951
602	0,985	0,988	0,983	0,979	0,969	0,980	0,964	0,957
603	0,982	0,986	0,978	0,979	0,969	0,980	0,964	0,964
604	0,982	0,988	0,983	0,984	0,969	0,982	0,951	0,951
605	0,985	0,996	0,978	0,984	0,969	0,982	0,951	0,951
606	0,985	0,988	0,978	0,980	0,974	0,982	0,964	0,951
607	0,992	0,996	0,979	0,978	0,979	0,982	0,966	0,957
608	0,992	0,988	0,978	0,984	0,974	0,984	0,966	0,966
609	0,981	0,988	0,983	0,978	0,971	0,984	0,966	0,951
610	0,985	0,988	0,979	0,978	0,971	0,979	0,966	0,966
611	0,981	0,986	0,978	0,980	0,971	0,979	0,951	0,951
612	0,982	0,996	0,978	0,978	0,971	0,980	0,951	0,966
613	0,992	0,988	0,978	0,984	0,971	0,980	0,966	0,957
614	0,992	0,988	0,979	0,984	0,974	0,984	0,966	0,966
615	0,981	0,988	0,978	0,980	0,979	0,984	0,964	0,964
616	0,982	0,986	0,978	0,980	0,971	0,979	0,951	0,966
617	0,981	0,996	0,978	0,984	0,979	0,979	0,951	0,951
618	0,992	0,988	0,978	0,979	0,974	0,979	0,964	0,966
619	0,992	0,986	0,978	0,978	0,971	0,980	0,966	0,957
620	0,992	0,988	0,978	0,978	0,971	0,984	0,951	0,964
621	0,982	0,988	0,978	0,979	0,979	0,980	0,957	0,966
622	0,982	0,988	0,978	0,980	0,979	0,982	0,951	0,964
623	0,992	0,996	0,979	0,978	0,974	0,982	0,964	0,957
624	0,982	0,996	0,978	0,984	0,969	0,979	0,957	0,951
625	0,985	0,986	0,978	0,980	0,969	0,979	0,966	0,957
626	0,981	0,996	0,978	0,984	0,974	0,979	0,951	0,966
627	0,985	0,988	0,978	0,979	0,969	0,982	0,964	0,951
628	0,992	0,988	0,979	0,984	0,974	0,982	0,957	0,957
629	0,981	0,988	0,983	0,979	0,979	0,980	0,957	0,964
630	0,981	0,996	0,979	0,979	0,971	0,979	0,957	0,964
631	0,981	0,986	0,979	0,978	0,969	0,984	0,964	0,964
632	0,981	0,988	0,978	0,980	0,969	0,979	0,957	0,966
633	0,981	0,996	0,978	0,984	0,979	0,980	0,964	0,966
634	0,985	0,986	0,979	0,979	0,974	0,979	0,964	0,966
635	0,981	0,988	0,979	0,980	0,971	0,980	0,957	0,957
636	0,982	0,986	0,978	0,978	0,971	0,984	0,951	0,957
637	0,981	0,996	0,983	0,980	0,979	0,979	0,966	0,964
638	0,992	0,988	0,979	0,979	0,979	0,982	0,951	0,964
639	0,985	0,988	0,983	0,979	0,974	0,980	0,964	0,966
640	0,982	0,988	0,983	0,980	0,971	0,982	0,957	0,964
641	0,985	0,988	0,978	0,984	0,971	0,982	0,966	0,957
642	0,981	0,996	0,983	0,984	0,974	0,980	0,964	0,966
643	0,992	0,988	0,978	0,978	0,979	0,980	0,964	0,964
644	0,982	0,986	0,978	0,984	0,974	0,980	0,951	0,957
645	0,982	0,988	0,979	0,979	0,979	0,982	0,964	0,951
646	0,981	0,996	0,983	0,980	0,974	0,982	0,966	0,964
647	0,982	0,986	0,978	0,978	0,969	0,979	0,964	0,966
648	0,985	0,988	0,978	0,984	0,979	0,984	0,951	0,957
649	0,992	0,996	0,983	0,978	0,979	0,984	0,964	0,964
650	0,992	0,996	0,978	0,979	0,979	0,980	0,957	0,966
651	0,992	0,988	0,983	0,978	0,979	0,984	0,966	0,951
652	0,982	0,986	0,983	0,980	0,979	0,984	0,957	0,966
653	0,992	0,986	0,979	0,984	0,974	0,979	0,966	0,951
654	0,982	0,996	0,978	0,980	0,969	0,980	0,957	0,964
655	0,981	0,996	0,978	0,980	0,969	0,984	0,951	0,951
656	0,981	0,988	0,983	0,979	0,971	0,980	0,951	0,957
657	0,981	0,988	0,979	0,978	0,979	0,980	0,951	0,964
658	0,981	0,988	0,978	0,979	0,974	0,979	0,964	0,951
659	0,982	0,988	0,978	0,979	0,979	0,982	0,966	0,966
660	0,981	0,988	0,978	0,984	0,974	0,982	0,966	0,964
661	0,982	0,988	0,983	0,984	0,974	0,984	0,964	0,957
662	0,981	0,986	0,978	0,979	0,974	0,982	0,957	0,966
663	0,981	0,986	0,983	0,984	0,974	0,979	0,951	0,964
664	0,981	0,988	0,978	0,979	0,974	0,979	0,966	0,966
665	0,982	0,996	0,978	0,978	0,974	0,980	0,957	0,951
666	0,985	0,996	0,979	0,979	0,979	0,980	0,964	0,957
667	0,981	0,988	0,979	0,979	0,969	0,979	0,964	0,966
668	0,992	0,986	0,978	0,984	0,969	0,982	0,966	0,951
669	0,981	0,996	0,983	0,979	0,979	0,980	0,951	0,966
670	0,985	0,988	0,979	0,979	0,974	0,980	0,966	0,951
671	0,981	0,988	0,983	0,984	0,979	0,982	0,964	0,951
672	0,985	0,996	0,978	0,979	0,974	0,979	0,964	0,964
673	0,981	0,988	0,979	0,980	0,974	0,984	0,966	0,966
674	0,982	0,986	0,978	0,979	0,974	0,984	0,964	0,957
675	0,985	0,988	0,983	0,978	0,974	0,984	0,966	0,966
676	0,981	0,988	0,979	0,984	0,979	0,979	0,966	0,966
677	0,982	0,988	0,978	0,979	0,979	0,982	0,964	0,957
678	0,982	0,988	0,979	0,984	0,969	0,984	0,964	0,966
679	0,985	0,996	0,979	0,979	0,971	0,982	0,951	0,964
680	0,992	0,988	0,978	0,984	0,971	0,982	0,951	0,966
681	0,981	0,988	0,978	0,978	0,969	0,980	0,957	0,964
682	0,985	0,996	0,983	0,984	0,979	0,982	0,957	0,951
683	0,992	0,996	0,983	0,984	0,969	0,984	0,964	0,964
684	0,985	0,986	0,978	0,984	0,979	0,982	0,957	0,957
685	0,981	0,986	0,983	0,984	0,974	0,980	0,957	0,964
686	0,985	0,986	0,978	0,979	0,974	0,982	0,966	0,957
687	0,985	0,996	0,978	0,980	0,971	0,982	0,966	0,966
688	0,992	0,996	0,979	0,984	0,979	0,984	0,964	0,964
689	0,985	0,996	0,979	0,979	0,971	0,979	0,951	0,966
690	0,981	0,996	0,979	0,978	0,971	0,979	0,966	0,964
691	0,992	0,996	0,979	0,984	0,974	0,982	0,951	0,966
692	0,981	0,988	0,978	0,978	0,979	0,979	0,966	0,966
693	0,981	0,988	0,983	0,980	0,974	0,984	0,951	0,957
694	0,982	0,986	0,979	0,978	0,974	0,984	0,957	0,957
695	0,985	0,986	0,978	0,980	0,969	0,984	0,951	0,951
696	0,981	0,996	0,978	0,978	0,974	0,982	0,951	0,966
697	0,981	0,988	0,979	0,980	0,979	0,980	0,957	0,964
698	0,985	0,996	0,979	0,980	0,974	0,979	0,951	0,951
699	0,992	0,986	0,979	0,984	0,971	0,979	0,964	0,957
700	0,981	0,988	0,978	0,984	0,971	0,982	0,966	0,966
701	0,981	0,988	0,983	0,978	0,979	0,980	0,951	0,964
702	0,985	0,988	0,978	0,979	0,979	0,984	0,951	0,957
703	0,981	0,986	0,979	0,978	0,969	0,979	0,957	0,951
704	0,982	0,986	0,978	0,980	0,979	0,980	0,966	0,951
705	0,985	0,996	0,978	0,979	0,974	0,979	0,951	0,966
706	0,985	0,986	0,979	0,984	0,971	0,980	0,966	0,951
707	0,981	0,988	0,983	0,979	0,974	0,982	0,957	0,951
708	0,981	0,986	0,979	0,980	0,974	0,984	0,957	0,957
709	0,985	0,986	0,983	0,979	0,971	0,979	0,966	0,951
710	0,985	0,996	0,979	0,978	0,969	0,984	0,966	0,951
711	0,992	0,996	0,978	0,980	0,969	0,980	0,966	0,951
712	0,982	0,988	0,983	0,980	0,974	0,982	0,966	0,957
713	0,992	0,996	0,983	0,984	0,969	0,984	0,957	0,964
714	0,981	0,988	0,983	0,978	0,971	0,980	0,964	0,957
715	0,982	0,988	0,983	0,979	0,971	0,984	0,966	0,966
716	0,985	0,986	0,978	0,980	0,974	0,979	0,966	0,957
717	0,992	0,988	0,979	0,980	0,979	0,979	0,951	0,951
718	0,982	0,996	0,979	0,980	0,979	0,982	0,964	0,957
719	0,981	0,986	0,978	0,980	0,969	0,984	0,964	0,964
720	0,982	0,986	0,978	0,979	0,974	0,979	0,951	0,966
721	0,985	0,988	0,978	0,980	0,969	0,982	0,966	0,957
722	0,992	0,986	0,983	0,978	0,974	0,980	0,957	0,964
723	0,982	0,988	0,978	0,978	0,974	0,982	0,966	0,957
724	0,992	0,988	0,978	0,984	0,974	0,979	0,957	0,951
725	0,981	0,988	0,978	0,979	0,971	0,979	0,957	0,957
726	0,985	0,996	0,978	0,978	0,974	0,982	0,964	0,966
727	0,981	0,988	0,978	0,978	0,969	0,984	0,951	0,966
728	0,985	0,996	0,983	0,979	0,979	0,984	0,964	0,951
729	0,981	0,988	0,978	0,978	0,979	0,980	0,964	0,966
730	0,981	0,996	0,978	0,984	0,979	0,980	0,951	0,951
731	0,985	0,988	0,978	0,979	0,971	0,984	0,966	0,951
732	0,992	0,988	0,978	0,978	0,969	0,982	0,966	0,966
733	0,985	0,996	0,983	0,979	0,971	0,980	0,966	0,966
734	0,985	0,988	0,983	0,979	0,971	0,982	0,964	0,964
735	0,992	0,986	0,983	0,984	0,974	0,979	0,964	0,966
736	0,982	0,988	0,983	0,984	0,974	0,979	0,964	0,966
737	0,985	0,996	0,979	0,980	0,979	0,980	0,964	0,964
738	0,985	0,996	0,979	0,984	0,969	0,984	0,957	0,964
739	0,985	0,988	0,979	0,980	0,979	0,984	0,951	0,951
740	0,985	0,986	0,978	0,978	0,979	0,982	0,951	0,966
741	0,985	0,988	0,983	0,978	0,969	0,982	0,966	0,957
742	0,981	0,996	0,979	0,984	0,974	0,979	0,966	0,957
743	0,992	0,988	0,978	0,979	0,971	0,980	0,957	0,966
744	0,981	0,996	0,978	0,979	0,979	0,979	0,966	0,951
745	0,985	0,988	0,983	0,984	0,974	0,984	0,957	0,957
746	0,992	0,988	0,979	0,978	0,979	0,982	0,951	0,957
747	0,992	0,996	0,978	0,980	0,979	0,979	0,957	0,966
748	0,982	0,988	0,979	0,979	0,974	0,979	0,957	0,966
749	0,981	0,996	0,979	0,979	0,969	0,979	0,966	0,957
750	0,985	0,988	0,979	0,984	0,971	0,982	0,957	0,964
751	0,992	0,988	0,978	0,984	0,969	0,979	0,951	0,966
752	0,982	0,986	0,979	0,980	0,969	0,980	0,951	0,966
753	0,981	0,988	0,978	0,978	0,969	0,980	0,957	0,966
754	0,982	0,988	0,983	0,978	0,979	0,982	0,964	0,966
755	0,982	0,986	0,983	0,978	0,971	0,982	0,964	0,964
756	0,982	0,988	0,978	0,980	0,971	0,982	0,964	0,966
757	0,981	0,986	0,978	0,978	0,971	0,980	0,957	0,964
758	0,981	0,988	0,983	0,979	0,971	0,979	0,957	0,957
759	0,982	0,996	0,979	0,984	0,974	0,980	0,957	0,966
760	0,982	0,996	0,983	0,979	0,969	0,984	0,957	0,951
761	0,985	0,986	0,978	0,978	0,971	0,979	0,966	0,957
762	0,982	0,988	0,979	0,980	0,971	0,980	0,957	0,964
763	0,992	0,988	0,978	0,980	0,971	0,979	0,964	0,964
764	0,982	0,988	0,979	0,984	0,971	0,979	0,964	0,957
765	0,985	0,988	0,983	0,984	0,979	0,982	0,951	0,964
766	0,981	0,988	0,978	0,980	0,971	0,984	0,957	0,951
767	0,981	0,988	0,983	0,979	0,969	0,984	0,966	0,964
768	0,981	0,988	0,979	0,980	0,969	0,982	0,964	0,951
769	0,985	0,996	0,978	0,984	0,974	0,984	0,951	0,951
770	0,985	0,986	0,978	0,979	0,974	0,984	0,951	0,957
771	0,992	0,986	0,978	0,979	0,974	0,984	0,964	0,966
772	0,982	0,988	0,978	0,978	0,974	0,979	0,966	0,951
773	0,992	0,988	0,979	0,980	0,979	0,982	0,951	0,966
774	0,992	0,988	0,978	0,980	0,974	0,980	0,964	0,966
775	0,985	0,996	0,978	0,980	0,971	0,984	0,957	0,964
776	0,985	0,986	0,979	0,979	0,971	0,982	0,951	0,951
777	0,981	0,988	0,978	0,979	0,979	0,982	0,964	0,957
778	0,992	0,988	0,978	0,980	0,971	0,979	0,966	0,964
779	0,992	0,996	0,979	0,978	0,971	0,980	0,966	0,966
780	0,985	0,996	0,979	0,979	0,974	0,979	0,964	0,964
781	0,992	0,988	0,978	0,978	0,974	0,982	0,957	0,964
782	0,981	0,988	0,979	0,980	0,969	0,980	0,951	0,964
783	0,981	0,986	0,983	0,978	0,971	0,979	0,951	0,966
784	0,992	0,996	0,978	0,979	0,971	0,980	0,966	0,964
785	0,985	0,996	0,983	0,979	0,974	0,979	0,966	0,951
786	0,992	0,986	0,978	0,979	0,974	0,982	0,957	0,957
787	0,981	0,988	0,983	0,979	0,971	0,984	0,964	0,964
788	0,985	0,988	0,983	0,979	0,969	0,982	0,951	0,964
789	0,985	0,986	0,978	0,984	0,971	0,979	0,966	0,966
790	0,981	0,996	0,978	0,979	0,979	0,984	0,951	0,964
791	0,985	0,996	0,978	0,978	0,979	0,984	0,951	0,964
792	0,982	0,988	0,978	0,979	0,974	0,984	0,966	0,957
793	0,985	0,986	0,979	0,980	0,974	0,982	0,966	0,957
794	0,982	0,988	0,983	0,978	0,971	0,979	0,966	0,951
795	0,992	0,988	0,978	0,984	0,971	0,982	0,966	0,966
796	0,982	0,986	0,978	0,979	0,971	0,982	0,964	0,966
797	0,992	0,986	0,983	0,978	0,979	0,980	0,964	0,957
798	0,985	0,986	0,983	0,980	0,974	0,984	0,951	0,966
799	0,992	0,988	0,978	0,979	0,974	0,982	0,957	0,966
800	0,985	0,986	0,979	0,984	0,979	0,980	0,957	0,951
801	0,981	0,996	0,983	0,979	0,974	0,982	0,966	0,966
802	0,992	0,988	0,983	0,980	0,969	0,982	0,951	0,964
803	0,982	0,988	0,978	0,980	0,969	0,979	0,957	0,957
804	0,985	0,986	0,979	0,979	0,971	0,980	0,951	0,951
805	0,985	0,988	0,978	0,980	0,971	0,980	0,951	0,951
806	0,985	0,996	0,978	0,980	0,971	0,984	0,964	0,964
807	0,981	0,986	0,978	0,979	0,974	0,980	0,951	0,957
808	0,985	0,988	0,983	0,979	0,971	0,984	0,964	0,964
809	0,981	0,986	0,978	0,984	0,971	0,982	0,951	0,957
810	0,982	0,988	0,978	0,978	0,969	0,984	0,964	0,951
811	0,992	0,996	0,978	0,978	0,971	0,979	0,951	0,951
812	0,982	0,996	0,978	0,978	0,969	0,982	0,957	0,966
813	0,982	0,988	0,979	0,984	0,969	0,979	0,964	0,951
814	0,992	0,988	0,978	0,984	0,979	0,984	0,951	0,957
815	0,992	0,988	0,983	0,980	0,969	0,979	0,964	0,957
